2,5
2,7
3,29
2,43
3,30
4,32
4,15
2,10
2,14
4,22
3,26
6,39
3,13
6,62
5,51
9,48
8,130
10,169
13,116
11,108
13,90
13,84
14,129
11,76
11,116
14,130
17,106
15,158
13,107
14,92
17,146
16,137
16,109
15,134
16,125
16,113
15,161
16,121
17,145
15,101
16,185
16,104
17,234
17,146
15,117
18,183
17,122
17,186
17,174
17,229
17,165
16,132
17,277
16,147
17,151
16,120
17,183
17,168
17,259
17,152
17,162
17,156
16,99
17,159
16,173
17,188
17,136
17,199
18,146
16,149
17,147
16,142
17,149
17,245
17,151
16,117
17,220
17,151
17,154
17,171
17,143
16,141
17,113
17,204
17,173
17,157
17,131
17,136
17,185
17,149
17,117
17,185
16,128
16,176
16,136
16,143
16,134
17,166
17,120
17,141
16,129
16,143
17,188
17,147
16,151
16,117
17,181
16,115
17,176
17,154
18,188
17,123
17,200
17,145
16,113
17,165
17,252
17,149
16,118
17,117
18,238
18,147
17,197
18,183
17,134
17,181
17,160
17,153
17,127
17,168
18,178
17,194
17,112
17,254
17,288
17,150
17,121
17,138
17,172
16,122
19,112
17,124
16,137
17,182
17,140
17,244
18,165
17,150
16,132
18,150
18,171
17,191
17,250
18,160
16,118
17,154
17,140
17,164
17,98
17,143
17,114
18,181
17,145
18,197
17,146
17,131
17,208
16,98
17,155
17,133
17,197
17,147
17,154
17,175
17,198
17,172
17,118
18,128
17,203
17,112
17,121
17,150
18,120
19,155
18,117
18,140
18,154
17,144
18,177
17,160
17,176
17,134
18,142
17,175
19,106
17,209
18,161
17,165
19,213
17,132
18,158
18,216
18,193
19,201
18,128
17,110
17,166
18,172
17,178
18,148
16,114
17,150
19,180
18,184
18,161
17,175
17,160
19,164
19,105
17,141
17,174
18,208
17,143
18,135
18,168
16,128
17,135
17,142
17,144
19,143
17,151
18,142
18,154
18,165
18,170
17,145
17,170
18,162
17,129
18,196
18,159
18,195
18,111
19,159
17,146
18,139
18,126
18,151
17,176
18,179
18,188
18,160
17,147
18,156
18,158
20,188
18,213
17,149
18,165
18,191
18,128
19,144
17,172
17,140
18,155
17,167
17,121
17,148
19,147
18,149
18,182
18,187
18,141
18,173
18,201
18,167
20,131
18,126
18,138
17,129
18,164
18,149
18,158
18,138
17,139
17,146
18,169
17,146
17,100
17,160
18,176
17,157
18,135
18,170
17,132
18,134
18,189
18,120
17,156
17,108
17,141
17,138
18,152
18,140
17,265
18,174
17,168
18,179
17,218
18,148
19,194
18,161
17,121
18,181
17,125
17,179
19,166
18,151
17,124
17,178
20,197
18,156
19,150
18,123
17,117
18,126
19,187
19,173
19,192
17,136
17,109
18,145
18,156
17,160
19,183
18,181
18,169
21,216
20,176
18,124
19,161
19,240
20,167
19,183
19,169
18,143
20,176
18,175
18,137
18,124
19,151
18,167
18,101
18,135
19,152
18,199
18,158
19,156
19,179
19,148
21,191
20,183
19,134
19,154
19,151
19,138
19,150
21,211
19,168
21,142
20,163
20,204
19,126
19,151
18,150
20,167
19,186
19,197
19,131
23,194
19,125
20,185
20,173
20,179
19,170
20,212
20,159
19,181
20,216
19,160
19,118
21,194
20,123
20,181
20,179
19,134
20,172
20,171
20,192
20,131
20,149
20,125
20,190
21,207
20,190
19,164
20,183
21,193
20,164
20,137
21,169
21,158
20,144
21,153
20,141
21,191
21,224
20,150
20,135
21,220
21,182
20,154
21,184
19,130
20,224
20,179
20,123
20,194
21,164
20,130
20,142
20,158
20,141
22,172
21,160
21,131
22,133
21,175
21,178
22,213
22,187
21,143
22,242
22,175
22,166
21,150
20,132
21,139
22,216
22,208
22,212
21,182
21,133
25,192
21,159
22,149
22,174
21,145
22,213
23,154
21,146
22,213
24,206
22,179
24,229
23,181
22,185
23,177
23,184
23,134
23,169
23,172
23,182
27,171
24,232
24,180
24,155
24,172
25,235
25,205
24,156
24,197
22,173
24,153
24,165
23,150
24,170
25,214
22,163
27,234
23,153
24,147
25,168
25,166
24,234
25,224
27,198
25,189
22,151
25,181
26,191
25,167
24,147
24,161
24,205
28,210
24,157
26,188
24,161
25,245
27,170
25,192
24,199
25,224
24,221
24,174
22,161
23,146
26,165
27,212
25,205
27,226
26,181
23,131
29,171
26,191
25,184
29,192
25,190
25,238
26,206
26,191
27,171
25,197
27,172
25,152
25,180
30,197
25,197
23,154
29,235
26,187
25,174
29,192
27,203
32,176
27,217
25,194
25,196
26,217
26,171
27,199
24,118
26,155
26,208
29,197
27,175
26,183
25,187
26,199
27,204
26,204
24,192
25,168
25,120
26,194
27,223
29,236
27,209
25,186
25,167
27,186
25,205
26,202
27,210
33,233
28,189
26,183
26,144
26,230
26,194
26,222
33,226
28,179
26,189
27,218
26,202
26,150
28,186
26,225
27,203
26,157
29,184
25,218
27,188
27,194
28,176
24,191
27,198
26,239
26,213
27,189
29,208
31,190
26,168
33,230
25,163
26,153
25,198
26,186
28,222
27,204
25,178
29,215
27,216
25,200
24,186
25,192
25,200
26,197
26,142
26,167
32,222
30,192
27,243
29,215
26,211
24,185
27,173
27,199
26,231
27,182
26,179
27,187
26,190
26,225
27,185
28,191
24,203
27,202
27,244
29,177
25,167
27,183
27,161
27,193
26,144
29,198
27,147
28,244
33,210
33,179
27,224
25,181
24,255
28,240
26,165
27,216
29,202
26,175
32,186
31,230
30,165
28,217
26,136
26,189
27,182
25,176
24,170
25,207
33,236
30,193
28,185
26,177
26,163
29,191
28,163
26,150
25,192
27,194
24,145
23,163
27,149
26,178
33,196
29,238
26,199
26,157
26,177
26,187
26,192
28,206
33,230
26,167
30,228
27,207
27,195
28,175
27,229
29,205
26,149
28,219
33,194
29,220
29,225
28,222
29,215
28,216
26,212
26,227
27,223
29,217
27,222
32,231
27,221
28,199
27,202
25,219
24,190
26,174
28,190
23,217
26,174
26,170
24,160
24,151
26,172
26,169
27,216
27,160
27,190
27,168
26,200
26,208
27,182
26,185
29,185
28,161
25,176
26,160
26,187
33,159
28,135
28,204
26,168
33,219
26,155
28,200
33,195
27,182
26,201
29,168
27,226
27,178
27,218
28,163
27,142
27,198
31,190
29,224
28,194
29,188
33,244
28,185
27,195
32,198
28,146
26,224
26,163
26,198
26,147
29,166
26,205
32,142
30,229
26,199
24,145
25,180
25,114
25,152
25,204
29,205
25,132
28,209
26,132
26,166
28,178
26,208
27,212
33,223
24,138
27,214
28,146
23,164
31,211
25,197
26,190
27,242
25,146
30,182
27,230
26,154
26,195
29,161
29,195
25,200
30,161
27,199
28,179
28,140
27,241
27,194
24,140
26,178
28,163
26,180
26,166
33,204
29,214
24,138
24,182
27,219
27,167
24,126
26,176
27,226
26,174
26,136
27,193
25,185
23,153
24,173
25,156
25,179
29,156
33,175
29,190
25,162
33,201
28,142
28,154
28,201
30,203
27,126
26,139
26,156
25,140
30,167
33,230
29,161
28,152
28,180
28,190
29,183
30,215
26,135
28,171
25,132
26,148
29,163
27,181
24,150
29,169
33,164
33,205
28,205
28,205
30,188
30,172
26,181
26,207
27,190
33,239
31,181
25,134
25,156
26,171
31,179
26,189
31,204
28,190
33,214
28,171
33,193
27,199
29,162
29,203
28,199
28,178
27,176
29,197
27,123
26,181
29,179
30,192
27,144
27,173
24,153
30,192
33,158
28,177
26,142
33,175
25,196
27,164
29,159
28,158
25,152
25,159
25,155
25,136
27,170
29,198
26,169
28,152
27,165
25,152
28,181
28,156
27,207
27,168
26,140
27,178
27,200
33,180
27,204
33,217
29,201
28,181
28,188
33,182
29,228
28,143
30,160
31,172
27,161
26,168
25,131
26,204
27,158
26,142
31,167
27,145
28,210
26,178
26,142
25,158
24,133
33,211
26,136
27,204
28,169
28,196
26,157
26,180
30,182
26,162
28,163
29,171
32,195
26,144
33,156
26,148
24,149
28,197
33,218
26,196
32,180
28,173
26,185
33,188
27,168
26,134
28,164
28,198
29,165
28,212
26,186
30,193
27,155
29,191
27,184
25,127
29,168
28,153
26,137
25,166
30,134
27,186
33,182
27,211
25,122
29,183
26,157
27,137
28,183
33,175
26,170
26,158
28,206
