33,317
33,231
33,248
33,272
33,196
33,233
33,262
33,277
33,251
33,285
33,223
33,369
33,264
33,216
33,266
33,292
33,254
33,218
33,283
33,268
33,242
33,263
33,273
33,247
33,231
33,278
33,184
33,194
33,265
33,265
33,279
33,245
33,200
33,323
33,267
33,244
33,244
33,189
33,263
33,240
33,277
33,230
33,278
33,314
33,248
33,246
33,283
33,289
33,219
33,227
33,244
33,277
33,249
33,322
33,279
33,289
33,227
33,270
33,292
33,215
33,276
33,263
33,217
33,201
33,288
33,254
33,211
33,265
33,271
33,324
33,187
33,298
33,288
33,206
33,215
33,240
33,242
33,237
33,195
33,168
33,239
33,252
33,273
33,243
33,248
33,222
33,194
33,208
33,216
33,246
33,240
33,260
33,284
33,258
33,325
33,288
33,239
33,229
33,269
33,223
33,274
33,230
33,217
33,232
33,294
33,288
33,225
33,282
33,206
33,251
33,350
33,265
33,316
33,244
33,243
33,287
33,272
33,267
33,240
33,309
33,285
33,265
33,216
33,230
33,243
33,207
33,218
33,253
33,282
33,243
33,258
33,283
33,250
33,279
33,258
33,252
33,307
33,317
33,308
33,278
33,271
33,216
33,234
33,237
33,279
33,286
33,218
33,283
33,225
33,289
33,264
33,273
33,237
33,314
33,209
33,266
33,277
33,317
33,245
33,240
33,241
33,292
33,286
33,228
33,235
33,222
33,231
33,314
33,266
33,238
33,209
33,270
33,231
33,313
33,257
33,249
33,282
33,277
33,243
33,312
33,242
33,313
33,246
33,285
33,239
33,325
33,215
33,288
33,244
33,290
33,228
33,211
33,264
33,335
33,271
33,287
33,210
33,249
33,322
33,266
33,301
33,224
33,377
33,218
33,222
33,261
33,216
33,282
33,222
33,170
33,253
33,231
33,258
33,274
33,202
33,356
33,215
33,238
33,239
33,267
33,224
33,232
33,234
33,298
33,213
33,266
33,233
33,257
33,154
33,283
33,212
33,312
33,282
33,294
33,246
33,264
33,206
33,255
33,243
33,258
33,320
33,188
33,331
33,224
33,249
33,230
33,201
33,285
33,201
33,258
33,278
33,274
33,177
33,231
33,316
33,275
33,260
33,242
33,248
33,232
33,255
33,252
33,288
33,223
33,207
33,305
33,305
33,301
33,227
33,337
33,295
33,257
33,257
33,268
33,265
33,231
33,280
33,233
33,214
33,180
33,200
33,239
33,276
33,288
33,273
33,220
33,271
33,211
33,213
33,195
33,278
33,280
33,216
33,265
33,269
33,244
33,273
33,305
33,218
33,154
33,254
33,282
33,246
33,262
33,257
33,289
33,182
33,215
33,347
33,274
33,243
33,288
33,206
33,231
33,263
33,301
33,198
33,217
33,271
33,240
33,221
33,306
33,219
33,277
33,308
33,314
33,208
33,189
33,223
33,283
33,215
33,260
33,271
33,251
33,280
33,281
33,261
33,221
33,249
33,252
33,220
33,237
33,300
33,279
33,270
33,128
33,254
33,200
33,274
33,286
33,225
33,252
33,235
33,277
33,253
33,219
33,316
33,220
33,243
33,219
33,267
33,213
33,357
33,237
33,242
33,261
33,219
33,210
33,286
33,287
33,249
33,220
33,238
33,205
33,258
33,285
33,279
33,186
33,256
33,323
33,246
33,258
33,235
33,214
33,317
33,220
33,273
33,249
33,284
33,243
33,279
33,177
33,288
33,376
33,278
33,292
33,245
33,295
33,280
33,266
33,268
33,267
33,309
33,187
33,278
33,239
33,248
33,257
33,208
33,226
33,364
33,294
33,186
33,206
33,291
33,214
33,260
33,195
33,260
33,266
33,226
33,208
33,229
33,230
33,250
33,206
33,305
33,325
33,219
33,200
33,374
33,286
33,225
33,217
33,285
33,201
33,237
33,244
33,203
33,260
33,245
33,292
33,198
33,173
33,202
33,277
33,261
33,265
33,278
33,236
33,207
33,248
33,267
33,225
33,193
33,239
33,231
33,246
33,215
33,273
33,260
33,274
33,311
33,245
33,235
33,277
33,239
33,202
33,247
33,242
33,238
33,390
33,265
33,239
33,242
33,298
33,330
33,196
33,191
33,301
33,285
33,314
33,276
33,230
33,236
33,226
33,305
33,230
33,250
33,183
33,333
33,226
33,249
33,186
33,241
33,282
33,242
33,268
33,275
33,262
33,281
33,268
33,229
33,279
33,232
33,263
33,259
33,206
33,231
33,250
33,231
33,280
33,266
33,305
33,275
33,252
33,279
33,186
33,292
33,192
33,206
33,237
33,277
33,244
33,321
33,215
33,329
33,214
33,218
33,275
33,214
33,241
33,256
33,185
33,356
33,268
33,255
33,244
33,273
33,248
33,238
33,192
33,306
33,263
33,247
33,202
33,196
33,297
33,220
33,194
33,273
33,202
33,240
33,285
33,254
33,269
33,261
33,298
33,221
33,210
33,304
33,284
33,242
33,277
33,221
33,221
33,213
33,291
33,290
33,300
33,255
33,188
33,270
33,209
33,246
33,254
33,226
33,198
33,252
33,314
33,245
33,249
33,402
33,244
33,223
33,243
33,220
33,282
33,226
33,240
33,332
33,289
33,242
33,341
33,296
33,318
33,306
33,246
33,252
33,269
33,305
33,244
33,267
33,261
33,262
33,220
33,219
33,260
33,219
33,299
33,287
33,244
33,290
33,282
33,284
33,257
33,190
33,231
33,309
33,201
33,276
33,240
33,233
33,206
33,303
33,185
33,241
33,276
33,251
33,273
33,210
33,249
33,219
33,221
33,215
33,264
33,216
33,292
33,213
33,282
33,309
33,248
33,269
33,225
33,231
33,287
33,215
33,198
33,279
33,412
33,238
33,280
33,276
33,270
33,238
33,249
33,233
33,246
33,262
33,166
33,274
33,181
33,229
33,180
33,174
33,297
33,249
33,254
33,198
33,261
33,174
33,216
33,243
33,297
33,290
33,264
33,294
33,222
33,309
33,215
33,224
33,216
33,274
33,324
33,318
33,272
33,245
33,245
33,266
33,232
33,263
33,192
33,242
33,250
33,232
33,271
33,257
33,227
33,194
33,285
33,259
33,239
33,200
33,243
33,223
33,309
33,187
33,191
33,309
33,296
33,260
33,328
33,259
33,273
33,279
33,259
33,282
33,202
33,202
33,235
33,288
33,232
33,273
33,288
33,220
33,271
33,236
33,283
33,204
33,230
33,322
33,309
33,242
33,245
33,257
33,246
33,315
33,306
33,273
33,200
33,253
33,196
33,253
33,202
33,311
33,275
33,238
33,217
33,248
33,276
33,325
33,259
33,256
33,228
33,218
33,162
33,286
